,Latitude,Longitude
0,32.575302021686774,-117.02118562645637
1,32.575302021686774,-116.84948874430594
2,32.575302021686774,-116.67779186215552
3,32.700604043373545,-117.09668591028729
4,32.700604043373545,-116.92474837331723
5,32.700604043373545,-116.75281083634717
6,32.700604043373545,-116.5808732993771
7,32.700604043373545,-116.40893576240704
8,32.700604043373545,-116.23699822543698
9,32.700604043373545,-116.06506068846691
10,32.700604043373545,-115.89312315149685
11,32.700604043373545,-115.72118561452679
12,32.700604043373545,-115.54924807755673
13,32.700604043373545,-115.37731054058666
14,32.700604043373545,-115.2053730036166
15,32.700604043373545,-115.03343546664654
16,32.825906065060316,-118.37762093443486
17,32.825906065060316,-117.1723630905206
18,32.825906065060316,-117.00018339853285
19,32.825906065060316,-116.8280037065451
20,32.825906065060316,-116.65582401455735
21,32.825906065060316,-116.4836443225696
22,32.825906065060316,-116.31146463058185
23,32.825906065060316,-116.1392849385941
24,32.825906065060316,-115.96710524660635
25,32.825906065060316,-115.7949255546186
26,32.825906065060316,-115.62274586263085
27,32.825906065060316,-115.4505661706431
28,32.825906065060316,-115.27838647865535
29,32.825906065060316,-115.1062067866676
30,32.825906065060316,-114.93402709467985
31,32.825906065060316,-114.7618474026921
32,32.825906065060316,-114.58966771070435
33,32.95120808674709,-117.2482190533659
34,32.95120808674709,-117.07579569749366
35,32.95120808674709,-116.90337234162142
36,32.95120808674709,-116.73094898574918
37,32.95120808674709,-116.55852562987694
38,32.95120808674709,-116.3861022740047
39,32.95120808674709,-116.21367891813246
40,32.95120808674709,-116.04125556226022
41,32.95120808674709,-115.86883220638798
42,32.95120808674709,-115.69640885051574
43,32.95120808674709,-115.5239854946435
44,32.95120808674709,-115.35156213877126
45,32.95120808674709,-115.17913878289902
46,32.95120808674709,-115.00671542702678
47,32.95120808674709,-114.83429207115454
48,32.95120808674709,-114.6618687152823
49,32.95120808674709,-114.48944535941006
50,33.07651010843386,-117.15158716159317
51,33.07651010843386,-116.97891862421889
52,33.07651010843386,-116.80625008684461
53,33.07651010843386,-116.63358154947034
54,33.07651010843386,-116.46091301209606
55,33.07651010843386,-116.28824447472178
56,33.07651010843386,-116.1155759373475
57,33.07651010843386,-115.94290739997322
58,33.07651010843386,-115.77023886259894
59,33.07651010843386,-115.59757032522467
60,33.07651010843386,-115.42490178785039
61,33.07651010843386,-115.25223325047611
62,33.07651010843386,-115.07956471310183
63,33.07651010843386,-114.90689617572755
64,33.07651010843386,-114.73422763835327
65,33.20181213012063,-117.22755969625028
66,33.20181213012063,-117.05464445092291
67,33.20181213012063,-116.88172920559553
68,33.20181213012063,-116.70881396026816
69,33.20181213012063,-116.53589871494079
70,33.20181213012063,-116.36298346961341
71,33.20181213012063,-116.19006822428604
72,33.20181213012063,-116.01715297895866
73,33.20181213012063,-115.84423773363129
74,33.20181213012063,-115.67132248830391
75,33.20181213012063,-115.49840724297654
76,33.20181213012063,-115.32549199764917
77,33.20181213012063,-115.15257675232179
78,33.20181213012063,-114.97966150699442
79,33.20181213012063,-114.80674626166704
80,33.3271141518074,-118.3426961529677
81,33.3271141518074,-117.47687870972372
82,33.3271141518074,-117.30371522107492
83,33.3271141518074,-117.13055173242613
84,33.3271141518074,-116.95738824377733
85,33.3271141518074,-116.78422475512853
86,33.3271141518074,-116.61106126647974
87,33.3271141518074,-116.43789777783094
88,33.3271141518074,-116.26473428918214
89,33.3271141518074,-116.09157080053335
90,33.3271141518074,-115.91840731188455
91,33.3271141518074,-115.74524382323575
92,33.3271141518074,-115.57208033458696
93,33.3271141518074,-115.39891684593816
94,33.3271141518074,-115.22575335728936
95,33.3271141518074,-115.05258986864057
96,33.3271141518074,-114.87942637999177
97,33.3271141518074,-114.70626289134297
98,33.45241617349417,-117.55346894638181
99,33.45241617349417,-117.38005567004136
100,33.45241617349417,-117.2066423937009
101,33.45241617349417,-117.03322911736045
102,33.45241617349417,-116.85981584102
103,33.45241617349417,-116.68640256467954
104,33.45241617349417,-116.51298928833909
105,33.45241617349417,-116.33957601199863
106,33.45241617349417,-116.16616273565818
107,33.45241617349417,-115.99274945931772
108,33.45241617349417,-115.81933618297727
109,33.45241617349417,-115.64592290663681
110,33.45241617349417,-115.47250963029636
111,33.45241617349417,-115.2990963539559
112,33.45241617349417,-115.12568307761545
113,33.45241617349417,-114.952269801275
114,33.45241617349417,-114.77885652493454
115,33.57771819518094,-117.80391222664521
116,33.57771819518094,-117.63024760915548
117,33.57771819518094,-117.45658299166574
118,33.57771819518094,-117.282918374176
119,33.57771819518094,-117.10925375668627
120,33.57771819518094,-116.93558913919654
121,33.57771819518094,-116.7619245217068
122,33.57771819518094,-116.58825990421707
123,33.57771819518094,-116.41459528672733
124,33.57771819518094,-116.2409306692376
125,33.57771819518094,-116.06726605174786
126,33.57771819518094,-115.89360143425813
127,33.57771819518094,-115.7199368167684
128,33.57771819518094,-115.54627219927866
129,33.57771819518094,-115.37260758178893
130,33.57771819518094,-115.19894296429919
131,33.57771819518094,-115.02527834680946
132,33.57771819518094,-114.85161372931972
133,33.57771819518094,-114.67794911182999
134,33.70302021686771,-118.05505171299058
135,33.70302021686771,-117.88113419172005
136,33.70302021686771,-117.70721667044953
137,33.70302021686771,-117.533299149179
138,33.70302021686771,-117.35938162790848
139,33.70302021686771,-117.18546410663795
140,33.70302021686771,-117.01154658536743
141,33.70302021686771,-116.8376290640969
142,33.70302021686771,-116.66371154282638
143,33.70302021686771,-116.48979402155585
144,33.70302021686771,-116.31587650028533
145,33.70302021686771,-116.1419589790148
146,33.70302021686771,-115.96804145774428
147,33.70302021686771,-115.79412393647375
148,33.70302021686771,-115.62020641520323
149,33.70302021686771,-115.4462888939327
150,33.70302021686771,-115.27237137266218
151,33.70302021686771,-115.09845385139165
152,33.70302021686771,-114.92453633012113
153,33.70302021686771,-114.7506188088506
154,33.70302021686771,-114.57670128758008
155,33.828322238554485,-118.30689410848457
156,33.828322238554485,-118.13272211154047
157,33.828322238554485,-117.95855011459638
158,33.828322238554485,-117.78437811765228
159,33.828322238554485,-117.61020612070818
160,33.828322238554485,-117.43603412376409
161,33.828322238554485,-117.26186212681999
162,33.828322238554485,-117.0876901298759
163,33.828322238554485,-116.9135181329318
164,33.828322238554485,-116.7393461359877
165,33.828322238554485,-116.5651741390436
166,33.828322238554485,-116.39100214209951
167,33.828322238554485,-116.21683014515541
168,33.828322238554485,-116.04265814821132
169,33.828322238554485,-115.86848615126722
170,33.828322238554485,-115.69431415432312
171,33.828322238554485,-115.52014215737903
172,33.828322238554485,-115.34597016043493
173,33.828322238554485,-115.17179816349083
174,33.828322238554485,-114.99762616654674
175,33.828322238554485,-114.82345416960264
176,33.828322238554485,-114.64928217265854
177,33.953624260241256,-120.12929865349898
178,33.953624260241256,-118.38501811489857
179,33.953624260241256,-118.21059006103853
180,33.953624260241256,-118.03616200717849
181,33.953624260241256,-117.86173395331845
182,33.953624260241256,-117.68730589945841
183,33.953624260241256,-117.51287784559837
184,33.953624260241256,-117.33844979173833
185,33.953624260241256,-117.16402173787829
186,33.953624260241256,-116.98959368401825
187,33.953624260241256,-116.8151656301582
188,33.953624260241256,-116.64073757629816
189,33.953624260241256,-116.46630952243812
190,33.953624260241256,-116.29188146857808
191,33.953624260241256,-116.11745341471804
192,33.953624260241256,-115.943025360858
193,33.953624260241256,-115.76859730699796
194,33.953624260241256,-115.59416925313792
195,33.953624260241256,-115.41974119927788
196,33.953624260241256,-115.24531314541784
197,33.953624260241256,-115.0708850915578
198,33.953624260241256,-114.89645703769776
199,33.953624260241256,-114.72202898383772
200,33.953624260241256,-114.54760092997768
201,34.07892628192803,-118.98740040409528
202,34.07892628192803,-118.81271470263799
203,34.07892628192803,-118.6380290011807
204,34.07892628192803,-118.4633432997234
205,34.07892628192803,-118.28865759826611
206,34.07892628192803,-118.11397189680882
207,34.07892628192803,-117.93928619535153
208,34.07892628192803,-117.76460049389424
209,34.07892628192803,-117.58991479243694
210,34.07892628192803,-117.41522909097965
211,34.07892628192803,-117.24054338952236
212,34.07892628192803,-117.06585768806507
213,34.07892628192803,-116.89117198660777
214,34.07892628192803,-116.71648628515048
215,34.07892628192803,-116.54180058369319
216,34.07892628192803,-116.3671148822359
217,34.07892628192803,-116.1924291807786
218,34.07892628192803,-116.01774347932131
219,34.07892628192803,-115.84305777786402
220,34.07892628192803,-115.66837207640673
221,34.07892628192803,-115.49368637494943
222,34.07892628192803,-115.31900067349214
223,34.07892628192803,-115.14431497203485
224,34.07892628192803,-114.96962927057756
225,34.07892628192803,-114.79494356912026
226,34.07892628192803,-114.62025786766297
227,34.07892628192803,-114.44557216620568
228,34.2042283036148,-119.2416515220488
229,34.2042283036148,-119.06670657278376
230,34.2042283036148,-118.89176162351872
231,34.2042283036148,-118.71681667425368
232,34.2042283036148,-118.54187172498864
233,34.2042283036148,-118.3669267757236
234,34.2042283036148,-118.19198182645856
235,34.2042283036148,-118.01703687719352
236,34.2042283036148,-117.84209192792848
237,34.2042283036148,-117.66714697866344
238,34.2042283036148,-117.4922020293984
239,34.2042283036148,-117.31725708013336
240,34.2042283036148,-117.14231213086832
241,34.2042283036148,-116.96736718160328
242,34.2042283036148,-116.79242223233824
243,34.2042283036148,-116.6174772830732
244,34.2042283036148,-116.44253233380816
245,34.2042283036148,-116.26758738454312
246,34.2042283036148,-116.09264243527808
247,34.2042283036148,-115.91769748601304
248,34.2042283036148,-115.742752536748
249,34.2042283036148,-115.56780758748296
250,34.2042283036148,-115.39286263821792
251,34.2042283036148,-115.21791768895288
252,34.2042283036148,-115.04297273968784
253,34.2042283036148,-114.8680277904228
254,34.2042283036148,-114.69308284115776
255,34.2042283036148,-114.51813789189272
256,34.2042283036148,-114.34319294262768
257,34.32953032530157,-119.3214286963386
258,34.32953032530157,-119.14622288943482
259,34.32953032530157,-118.97101708253105
260,34.32953032530157,-118.79581127562727
261,34.32953032530157,-118.6206054687235
262,34.32953032530157,-118.44539966181972
263,34.32953032530157,-118.27019385491595
264,34.32953032530157,-118.09498804801217
265,34.32953032530157,-117.9197822411084
266,34.32953032530157,-117.74457643420462
267,34.32953032530157,-117.56937062730084
268,34.32953032530157,-117.39416482039707
269,34.32953032530157,-117.21895901349329
270,34.32953032530157,-117.04375320658951
271,34.32953032530157,-116.86854739968574
272,34.32953032530157,-116.69334159278196
273,34.32953032530157,-116.51813578587819
274,34.32953032530157,-116.34292997897441
275,34.32953032530157,-116.16772417207063
276,34.32953032530157,-115.99251836516686
277,34.32953032530157,-115.81731255826308
278,34.32953032530157,-115.64210675135931
279,34.32953032530157,-115.46690094445553
280,34.32953032530157,-115.29169513755176
281,34.32953032530157,-115.11648933064798
282,34.32953032530157,-114.9412835237442
283,34.32953032530157,-114.76607771684043
284,34.32953032530157,-114.59087190993665
285,34.32953032530157,-114.41566610303288
286,34.32953032530157,-114.2404602961291
287,34.45483234698834,-120.45422946601624
288,34.45483234698834,-119.9278246137575
289,34.45483234698834,-119.75235632967124
290,34.45483234698834,-119.576888045585
291,34.45483234698834,-119.40141976149874
292,34.45483234698834,-119.2259514774125
293,34.45483234698834,-119.05048319332624
294,34.45483234698834,-118.87501490924
295,34.45483234698834,-118.69954662515374
296,34.45483234698834,-118.5240783410675
297,34.45483234698834,-118.34861005698124
298,34.45483234698834,-118.173141772895
299,34.45483234698834,-117.99767348880874
300,34.45483234698834,-117.8222052047225
301,34.45483234698834,-117.64673692063624
302,34.45483234698834,-117.47126863655
303,34.45483234698834,-117.29580035246374
304,34.45483234698834,-117.1203320683775
305,34.45483234698834,-116.94486378429124
306,34.45483234698834,-116.769395500205
307,34.45483234698834,-116.59392721611874
308,34.45483234698834,-116.4184589320325
309,34.45483234698834,-116.24299064794624
310,34.45483234698834,-116.06752236386
311,34.45483234698834,-115.89205407977374
312,34.45483234698834,-115.7165857956875
313,34.45483234698834,-115.54111751160124
314,34.45483234698834,-115.365649227515
315,34.45483234698834,-115.19018094342874
316,34.45483234698834,-115.01471265934249
317,34.45483234698834,-114.83924437525624
318,34.45483234698834,-114.66377609116999
319,34.45483234698834,-114.48830780708374
320,34.58013436867511,-120.53602121108361
321,34.58013436867511,-120.3602888204651
322,34.58013436867511,-120.1845564298466
323,34.58013436867511,-120.00882403922809
324,34.58013436867511,-119.83309164860958
325,34.58013436867511,-119.65735925799108
326,34.58013436867511,-119.48162686737257
327,34.58013436867511,-119.30589447675406
328,34.58013436867511,-119.13016208613556
329,34.58013436867511,-118.95442969551705
330,34.58013436867511,-118.77869730489854
331,34.58013436867511,-118.60296491428004
332,34.58013436867511,-118.42723252366153
333,34.58013436867511,-118.25150013304302
334,34.58013436867511,-118.07576774242452
335,34.58013436867511,-117.90003535180601
336,34.58013436867511,-117.7243029611875
337,34.58013436867511,-117.548570570569
338,34.58013436867511,-117.37283817995049
339,34.58013436867511,-117.19710578933199
340,34.58013436867511,-117.02137339871348
341,34.58013436867511,-116.84564100809497
342,34.58013436867511,-116.66990861747647
343,34.58013436867511,-116.49417622685796
344,34.58013436867511,-116.31844383623945
345,34.58013436867511,-116.14271144562095
346,34.58013436867511,-115.96697905500244
347,34.58013436867511,-115.79124666438393
348,34.58013436867511,-115.61551427376543
349,34.58013436867511,-115.43978188314692
350,34.58013436867511,-115.26404949252841
351,34.58013436867511,-115.08831710190991
352,34.58013436867511,-114.9125847112914
353,34.58013436867511,-114.7368523206729
354,34.58013436867511,-114.56111993005439
355,34.70543639036188,-120.44204286277947
356,34.70543639036188,-120.26604472637858
357,34.70543639036188,-120.09004658997769
358,34.70543639036188,-119.9140484535768
359,34.70543639036188,-119.7380503171759
360,34.70543639036188,-119.56205218077501
361,34.70543639036188,-119.38605404437412
362,34.70543639036188,-119.21005590797323
363,34.70543639036188,-119.03405777157234
364,34.70543639036188,-118.85805963517144
365,34.70543639036188,-118.68206149877055
366,34.70543639036188,-118.50606336236966
367,34.70543639036188,-118.33006522596877
368,34.70543639036188,-118.15406708956787
369,34.70543639036188,-117.97806895316698
370,34.70543639036188,-117.80207081676609
371,34.70543639036188,-117.6260726803652
372,34.70543639036188,-117.4500745439643
373,34.70543639036188,-117.27407640756341
374,34.70543639036188,-117.09807827116252
375,34.70543639036188,-116.92208013476163
376,34.70543639036188,-116.74608199836074
377,34.70543639036188,-116.57008386195984
378,34.70543639036188,-116.39408572555895
379,34.70543639036188,-116.21808758915806
380,34.70543639036188,-116.04208945275717
381,34.70543639036188,-115.86609131635628
382,34.70543639036188,-115.69009317995538
383,34.70543639036188,-115.51409504355449
384,34.70543639036188,-115.3380969071536
385,34.70543639036188,-115.1620987707527
386,34.70543639036188,-114.98610063435181
387,34.70543639036188,-114.81010249795092
388,34.70543639036188,-114.63410436155003
389,34.83073841204865,-120.52402554284343
390,34.83073841204865,-120.34776001141425
391,34.83073841204865,-120.17149447998507
392,34.83073841204865,-119.99522894855589
393,34.83073841204865,-119.81896341712671
394,34.83073841204865,-119.64269788569753
395,34.83073841204865,-119.46643235426835
396,34.83073841204865,-119.29016682283917
397,34.83073841204865,-119.11390129140999
398,34.83073841204865,-118.93763575998081
399,34.83073841204865,-118.76137022855163
400,34.83073841204865,-118.58510469712245
401,34.83073841204865,-118.40883916569327
402,34.83073841204865,-118.23257363426409
403,34.83073841204865,-118.0563081028349
404,34.83073841204865,-117.88004257140572
405,34.83073841204865,-117.70377703997654
406,34.83073841204865,-117.52751150854736
407,34.83073841204865,-117.35124597711818
408,34.83073841204865,-117.174980445689
409,34.83073841204865,-116.99871491425982
410,34.83073841204865,-116.82244938283064
411,34.83073841204865,-116.64618385140146
412,34.83073841204865,-116.46991831997228
413,34.83073841204865,-116.2936527885431
414,34.83073841204865,-116.11738725711392
415,34.83073841204865,-115.94112172568474
416,34.83073841204865,-115.76485619425556
417,34.83073841204865,-115.58859066282638
418,34.83073841204865,-115.4123251313972
419,34.83073841204865,-115.23605959996802
420,34.83073841204865,-115.05979406853884
421,34.83073841204865,-114.88352853710965
422,34.83073841204865,-114.70726300568047
423,34.956040433735424,-120.60623911249881
424,34.956040433735424,-120.4297045267033
425,34.956040433735424,-120.2531699409078
426,34.956040433735424,-120.07663535511229
427,34.956040433735424,-119.90010076931678
428,34.956040433735424,-119.72356618352127
429,34.956040433735424,-119.54703159772576
430,34.956040433735424,-119.37049701193025
431,34.956040433735424,-119.19396242613475
432,34.956040433735424,-119.01742784033924
433,34.956040433735424,-118.84089325454373
434,34.956040433735424,-118.66435866874822
435,34.956040433735424,-118.48782408295271
436,34.956040433735424,-118.3112894971572
437,34.956040433735424,-118.1347549113617
438,34.956040433735424,-117.95822032556619
439,34.956040433735424,-117.78168573977068
440,34.956040433735424,-117.60515115397517
441,34.956040433735424,-117.42861656817966
442,34.956040433735424,-117.25208198238415
443,34.956040433735424,-117.07554739658865
444,34.956040433735424,-116.89901281079314
445,34.956040433735424,-116.72247822499763
446,34.956040433735424,-116.54594363920212
447,34.956040433735424,-116.36940905340661
448,34.956040433735424,-116.1928744676111
449,34.956040433735424,-116.0163398818156
450,34.956040433735424,-115.83980529602009
451,34.956040433735424,-115.66327071022458
452,34.956040433735424,-115.48673612442907
453,34.956040433735424,-115.31020153863356
454,34.956040433735424,-115.13366695283806
455,34.956040433735424,-114.95713236704255
456,34.956040433735424,-114.78059778124704
457,35.081342455422195,-120.51188053198499
458,35.081342455422195,-120.33507522229543
459,35.081342455422195,-120.15826991260587
460,35.081342455422195,-119.98146460291632
461,35.081342455422195,-119.80465929322676
462,35.081342455422195,-119.62785398353721
463,35.081342455422195,-119.45104867384765
464,35.081342455422195,-119.2742433641581
465,35.081342455422195,-119.09743805446854
466,35.081342455422195,-118.92063274477898
467,35.081342455422195,-118.74382743508943
468,35.081342455422195,-118.56702212539987
469,35.081342455422195,-118.39021681571032
470,35.081342455422195,-118.21341150602076
471,35.081342455422195,-118.0366061963312
472,35.081342455422195,-117.85980088664165
473,35.081342455422195,-117.6829955769521
474,35.081342455422195,-117.50619026726254
475,35.081342455422195,-117.32938495757298
476,35.081342455422195,-117.15257964788343
477,35.081342455422195,-116.97577433819387
478,35.081342455422195,-116.79896902850432
479,35.081342455422195,-116.62216371881476
480,35.081342455422195,-116.4453584091252
481,35.081342455422195,-116.26855309943565
482,35.081342455422195,-116.0917477897461
483,35.081342455422195,-115.91494248005654
484,35.081342455422195,-115.73813717036698
485,35.081342455422195,-115.56133186067743
486,35.081342455422195,-115.38452655098787
487,35.081342455422195,-115.20772124129832
488,35.081342455422195,-115.03091593160876
489,35.081342455422195,-114.8541106219192
490,35.206644477108966,-120.77136801860874
491,35.206644477108966,-120.59429030520916
492,35.206644477108966,-120.41721259180957
493,35.206644477108966,-120.24013487840999
494,35.206644477108966,-120.0630571650104
495,35.206644477108966,-119.88597945161082
496,35.206644477108966,-119.70890173821124
497,35.206644477108966,-119.53182402481166
498,35.206644477108966,-119.35474631141207
499,35.206644477108966,-119.17766859801249
500,35.206644477108966,-119.0005908846129
501,35.206644477108966,-118.82351317121332
502,35.206644477108966,-118.64643545781374
503,35.206644477108966,-118.46935774441415
504,35.206644477108966,-118.29228003101457
505,35.206644477108966,-118.11520231761499
506,35.206644477108966,-117.9381246042154
507,35.206644477108966,-117.76104689081582
508,35.206644477108966,-117.58396917741624
509,35.206644477108966,-117.40689146401665
510,35.206644477108966,-117.22981375061707
511,35.206644477108966,-117.05273603721749
512,35.206644477108966,-116.8756583238179
513,35.206644477108966,-116.69858061041832
514,35.206644477108966,-116.52150289701873
515,35.206644477108966,-116.34442518361915
516,35.206644477108966,-116.16734747021957
517,35.206644477108966,-115.99026975681998
518,35.206644477108966,-115.8131920434204
519,35.206644477108966,-115.63611433002082
520,35.206644477108966,-115.45903661662123
521,35.206644477108966,-115.28195890322165
522,35.206644477108966,-115.10488118982207
523,35.206644477108966,-114.92780347642248
524,35.33194649879574,-120.67693614275854
525,35.33194649879574,-120.49958433544498
526,35.33194649879574,-120.32223252813142
527,35.33194649879574,-120.14488072081787
528,35.33194649879574,-119.96752891350431
529,35.33194649879574,-119.79017710619075
530,35.33194649879574,-119.6128252988772
531,35.33194649879574,-119.43547349156364
532,35.33194649879574,-119.25812168425009
533,35.33194649879574,-119.08076987693653
534,35.33194649879574,-118.90341806962297
535,35.33194649879574,-118.72606626230942
536,35.33194649879574,-118.54871445499586
537,35.33194649879574,-118.3713626476823
538,35.33194649879574,-118.19401084036875
539,35.33194649879574,-118.01665903305519
540,35.33194649879574,-117.83930722574163
541,35.33194649879574,-117.66195541842808
542,35.33194649879574,-117.48460361111452
543,35.33194649879574,-117.30725180380097
544,35.33194649879574,-117.12989999648741
545,35.33194649879574,-116.95254818917385
546,35.33194649879574,-116.7751963818603
547,35.33194649879574,-116.59784457454674
548,35.33194649879574,-116.42049276723318
549,35.33194649879574,-116.24314095991963
550,35.33194649879574,-116.06578915260607
551,35.33194649879574,-115.88843734529252
552,35.33194649879574,-115.71108553797896
553,35.33194649879574,-115.5337337306654
554,35.33194649879574,-115.35638192335185
555,35.33194649879574,-115.17903011603829
556,35.45724852048251,-120.93744796159557
557,35.45724852048251,-120.75982035967535
558,35.45724852048251,-120.58219275775512
559,35.45724852048251,-120.4045651558349
560,35.45724852048251,-120.22693755391468
561,35.45724852048251,-120.04930995199446
562,35.45724852048251,-119.87168235007424
563,35.45724852048251,-119.69405474815402
564,35.45724852048251,-119.5164271462338
565,35.45724852048251,-119.33879954431357
566,35.45724852048251,-119.16117194239335
567,35.45724852048251,-118.98354434047313
568,35.45724852048251,-118.80591673855291
569,35.45724852048251,-118.62828913663269
570,35.45724852048251,-118.45066153471247
571,35.45724852048251,-118.27303393279225
572,35.45724852048251,-118.09540633087202
573,35.45724852048251,-117.9177787289518
574,35.45724852048251,-117.74015112703158
575,35.45724852048251,-117.56252352511136
576,35.45724852048251,-117.38489592319114
577,35.45724852048251,-117.20726832127092
578,35.45724852048251,-117.0296407193507
579,35.45724852048251,-116.85201311743047
580,35.45724852048251,-116.67438551551025
581,35.45724852048251,-116.49675791359003
582,35.45724852048251,-116.31913031166981
583,35.45724852048251,-116.14150270974959
584,35.45724852048251,-115.96387510782937
585,35.45724852048251,-115.78624750590915
586,35.45724852048251,-115.60861990398892
587,35.45724852048251,-115.4309923020687
588,35.45724852048251,-115.25336470014848
589,35.58255054216928,-121.0208503976988
590,35.58255054216928,-120.84294528988848
591,35.58255054216928,-120.66504018207816
592,35.58255054216928,-120.48713507426784
593,35.58255054216928,-120.30922996645752
594,35.58255054216928,-120.1313248586472
595,35.58255054216928,-119.95341975083689
596,35.58255054216928,-119.77551464302657
597,35.58255054216928,-119.59760953521625
598,35.58255054216928,-119.41970442740593
599,35.58255054216928,-119.24179931959561
600,35.58255054216928,-119.0638942117853
601,35.58255054216928,-118.88598910397498
602,35.58255054216928,-118.70808399616466
603,35.58255054216928,-118.53017888835434
604,35.58255054216928,-118.35227378054402
605,35.58255054216928,-118.1743686727337
606,35.58255054216928,-117.99646356492339
607,35.58255054216928,-117.81855845711307
608,35.58255054216928,-117.64065334930275
609,35.58255054216928,-117.46274824149243
610,35.58255054216928,-117.28484313368212
611,35.58255054216928,-117.1069380258718
612,35.58255054216928,-116.92903291806148
613,35.58255054216928,-116.75112781025116
614,35.58255054216928,-116.57322270244084
615,35.58255054216928,-116.39531759463053
616,35.58255054216928,-116.21741248682021
617,35.58255054216928,-116.03950737900989
618,35.58255054216928,-115.86160227119957
